TradDt,SYMBOL,SPOT_CLOSE
2025-11-25,GROWWEV,30.78
2025-11-25,GROWWGOLD,122.29
2025-11-25,GROWWLIQID,106.75
2025-11-25,GROWWLOVOL,10.64
2025-11-25,GROWWMC150,220.56
2025-11-25,GROWWMOM50,10.83
2025-11-25,GROWWN200,11.67
2025-11-25,GROWWNET,10.64
2025-11-25,GROWWNIFTY,10.41
2025-11-25,GROWWNXT50,68.19
2025-11-25,GROWWPOWER,9.9
2025-11-25,GROWWRAIL,33.8
2025-11-25,GROWWRLTY,10.11
2025-11-25,GROWWSC250,9.6
2025-11-25,GROWWSLVR,153.28
2025-11-25,GRPLTD,1896.8
2025-11-25,GSS,20.12
2025-11-25,GTLINFRA,1.33
2025-11-25,GTL,8.01
2025-11-25,GTPL,99.2
2025-11-25,GUFICBIO,357.2
2025-11-25,GIPCL,161.46
2025-11-25,GNFC,485.15
2025-11-25,GSFC,183.69
2025-11-25,GUJALKALI,530.95
2025-11-25,GAEL,109.07
2025-11-25,FLUOROCHEM,3397.0
2025-11-25,GUJGASLTD,398.85
2025-11-25,GMDCLTD,488.05
2025-11-25,GPPL,178.84
2025-11-25,GSPL,294.55
2025-11-25,GUJTHEM,410.75
2025-11-25,GULFOILLUB,1178.9
2025-11-25,GULPOLY,135.04
2025-11-25,GVPTECH,9.01
2025-11-25,HGINFRA,873.1
2025-11-25,HAPPSTMNDS,497.85
2025-11-25,HAPPYFORGE,1030.5
2025-11-25,HARDWYN,16.46
2025-11-25,HARIOMPIPE,341.4
2025-11-25,HARRMALAYA,172.12
2025-11-25,HARSHA,387.4
2025-11-25,HATHWAY,13.03
2025-11-25,HATSUN,1051.1
2025-11-25,HAVELLS,1419.4
2025-11-25,HBLENGINE,881.6
2025-11-25,HCL-INSYS,14.17
2025-11-25,HCLTECH,1601.1
2025-11-25,HDBFS,755.6
2025-11-25,HDFCAMC,5336.5
2025-11-25,HDFCBANK,989.8
2025-11-25,HDFCGOLD,106.8
2025-11-25,HDFCLIFE,766.55
2025-11-25,HDFCBSE500,37.96
2025-11-25,HDFCGROWTH,127.24
2025-11-25,HDFCLIQUID,1037.53
2025-11-25,HDFCLOWVOL,21.37
2025-11-25,HDFCMID150,22.38
2025-11-25,HDFCMOMENT,31.93
2025-11-25,HDFCNEXT50,69.25
2025-11-25,HDFCNIF100,27.2
2025-11-25,HDFCNIFBAN,60.35
2025-11-25,HDFCNIFIT,38.92
2025-11-25,HDFCNIFTY,289.42
2025-11-25,HDFCPVTBAN,28.7
2025-11-25,HDFCQUAL,59.55
2025-11-25,HDFCSENSEX,95.43
2025-11-25,HDFCSILVER,149.82
2025-11-25,HDFCSML250,167.69
2025-11-25,HDFCVALUE,136.94
2025-11-25,HDFCPSUBK,85.46
2025-11-25,HEADSUP,10.52
2025-11-25,HCG,726.1
2025-11-25,HECPROJECT,130.51
2025-11-25,HEG,525.4
2025-11-25,HEIDELBERG,183.94
2025-11-25,HEMIPROP,137.75
2025-11-25,HERANBA,251.95
2025-11-25,HERCULES,168.76
2025-11-25,HERITGFOOD,464.05
2025-11-25,HEROMOTOCO,6081.5
2025-11-25,HESTERBIO,1646.9
2025-11-25,HEUBACHIND,469.9
2025-11-25,HEXATRADEX,167.66
2025-11-25,HEXT,726.45
2025-11-25,HFCL,70.71
2025-11-25,HITECH,100.48
2025-11-25,HILINFRA,65.62
2025-11-25,HIKAL,224.74
2025-11-25,HILTON,42.52
2025-11-25,HSCL,440.65
2025-11-25,HIMATSEIDE,119.67
2025-11-25,HIRECT,1450.0
2025-11-25,HINDALCO,789.35
2025-11-25,HINDCON,28.98
2025-11-25,HPIL,137.46
2025-11-25,HGS,480.9
2025-11-25,HAL,4441.6
2025-11-25,HINDCOMPOS,446.9
2025-11-25,HCC,23.45
2025-11-25,HINDCOPPER,320.2
2025-11-25,HNDFDS,541.85
2025-11-25,HMVL,66.88
2025-11-25,HINDOILEXP,140.9
2025-11-25,HINDPETRO,455.25
2025-11-25,HINDUNILVR,2414.1
2025-11-25,HINDZINC,462.6
2025-11-25,HINDWAREAP,336.1
2025-11-25,HISARMETAL,171.57
2025-11-25,POWERINDIA,21742.0
2025-11-25,HITECHCORP,179.76
2025-11-25,HLEGLAS,454.1
2025-11-25,HLVLTD,9.44
2025-11-25,HMAAGRO,29.93
2025-11-25,HOMEFIRST,1120.2
2025-11-25,HONASA,295.05
2025-11-25,HONDAPOWER,2437.7
2025-11-25,HONAUT,34955.0
2025-11-25,HPAL,46.33
2025-11-25,HPL,420.45
2025-11-25,HUDCO,230.76
2025-11-25,HTMEDIA,24.41
2025-11-25,HUBTOWN,305.8
2025-11-25,HUHTAMAKI,219.65
2025-11-25,HYUNDAI,2300.8
2025-11-25,IGPL,376.7
2025-11-25,ICEMAKE,672.75
2025-11-25,ICICIBANK,1357.8
2025-11-25,ICICIGI,1999.0
2025-11-25,LOWVOLIETF,22.96
2025-11-25,ICICIPRULI,612.25
2025-11-25,MIDSELIETF,18.35
2025-11-25,NIF100IETF,29.42
2025-11-25,NIFTYIETF,291.28
2025-11-25,SENSEXIETF,975.84
2025-11-25,GOLDIETF,106.95
2025-11-25,NV20IETF,14.83
2025-11-25,ICICIB22,115.68
2025-11-25,CASHIETF,1038.3
2025-11-25,EVIETF,30.97
2025-11-25,GSEC10IETF,259.63
2025-11-25,BSE500IETF,40.01
2025-11-25,GSEC5IETF,63.82
2025-11-25,ALPL30IETF,27.59
2025-11-25,AUTOIETF,28.19
2025-11-25,PVTBANIETF,28.5
2025-11-25,COMMOIETF,92.23
2025-11-25,CONSUMIETF,127.85
2025-11-25,FMCGIETF,58.85
2025-11-25,INFRAIETF,98.99
2025-11-25,LIQUIDIETF,999.99
2025-11-25,MIDCAPIETF,22.84
2025-11-25,MOM30IETF,32.22
2025-11-25,NEXT50IETF,71.67
2025-11-25,HEALTHIETF,151.7
2025-11-25,QUAL30IETF,21.71
2025-11-25,SILVERIETF,155.62
2025-11-25,ITIETF,40.47
2025-11-25,BANKIETF,60.1
2025-11-25,METALIETF,10.12
2025-11-25,OILIETF,12.14
2025-11-25,PSUBNKIETF,85.66
2025-11-25,TOP15IETF,10.97
2025-11-25,VAL30IETF,14.2
2025-11-25,FINIETF,32.07
2025-11-25,ICRA,6174.5
2025-11-25,IDBI,101.2
2025-11-25,IDEAFORGE,465.45
2025-11-25,IDFCFIRSTB,79.35
2025-11-25,IFBAGRO,1445.6
2025-11-25,IFBIND,1717.8
2025-11-25,IFCI,50.28
2025-11-25,IFGLEXPOR,216.19
2025-11-25,IGARASHI,435.2
2025-11-25,IIFLCAPS,295.2
2025-11-25,IIFL,557.4
2025-11-25,IKIO,187.9
2025-11-25,IVC,8.05
2025-11-25,IMAGICAA,48.01
2025-11-25,INCREDIBLE,40.67
2025-11-25,IMPAL,1045.7
2025-11-25,INDSWFTLAB,94.04
2025-11-25,INDTERRAIN,35.42
2025-11-25,INDBANK,36.07
2025-11-25,BAJAJINDEF,333.5
2025-11-25,INDGN,515.25
2025-11-25,INDIAGLYCO,1103.8
2025-11-25,INDNIPPON,833.9
2025-11-25,IPL,175.91
2025-11-25,INDIASHLTR,861.4
2025-11-25,ITDC,573.85
2025-11-25,INDIAMART,2359.5
2025-11-25,INDIANB,873.1
2025-11-25,INDIANCARD,253.65
2025-11-25,IEX,140.24
2025-11-25,INDIANHUME,382.3
2025-11-25,IMFA,1252.8
2025-11-25,IOC,164.12
2025-11-25,IOB,38.84
2025-11-25,IRCTC,677.5
2025-11-25,IRFC,116.74
2025-11-25,IREDA,141.36
2025-11-25,INDIGOPNTS,1276.5
2025-11-25,INDIQUBE,225.88
2025-11-25,INDOAMIN,123.68
2025-11-25,INDOBORAX,245.55
2025-11-25,ICIL,314.35
2025-11-25,INDOFARM,208.17
2025-11-25,INDORAMA,52.48
2025-11-25,INDOTECH,1684.7
2025-11-25,INDOUS,110.49
2025-11-25,NIPPOBATRY,417.15
2025-11-25,INDOCO,254.95
2025-11-25,IGCL,88.71
2025-11-25,INDOSTAR,217.86
2025-11-25,INDOWIND,15.26
2025-11-25,IGL,194.85
2025-11-25,INDRAMEDCO,506.7
2025-11-25,INDUSTOWER,403.6
2025-11-25,INDUSINDBK,839.9
2025-11-25,IITL,174.8
2025-11-25,INFIBEAM,19.23
2025-11-25,NAUKRI,1332.0
2025-11-25,INFOBEAN,558.0
2025-11-25,INFOMEDIA,6.48
2025-11-25,INFY,1530.6
2025-11-25,INGERRAND,3849.9
2025-11-25,INNOVACAP,721.2
2025-11-25,INNOVANA,456.4
2025-11-25,INOXGREEN,218.6
2025-11-25,INOXINDIA,1175.5
2025-11-25,INOXWIND,134.7
2025-11-25,INSECTICID,709.15
2025-11-25,INSPIRISYS,92.23
2025-11-25,ESSENTIA,1.62
2025-11-25,INTELLECT,1088.8
2025-11-25,INTERARCH,2422.4
2025-11-25,INDIGO,5775.0
2025-11-25,IGIL,321.65
2025-11-25,INTLCONV,87.57
2025-11-25,ISFT,83.78
2025-11-25,INVENTURE,1.27
2025-11-25,IKS,1629.8
2025-11-25,IVZINGOLD,10828.4
2025-11-25,IOLCP,90.25
2025-11-25,IONEXCHANG,345.9
2025-11-25,IPCALAB,1406.2
2025-11-25,IRB,43.28
2025-11-25,IRCON,160.83
2025-11-25,IRIS,310.3
2025-11-25,IRISDOREME,33.85
2025-11-25,IRMENERGY,290.4
2025-11-25,ISGEC,810.6
2025-11-25,ITCHOTELS,207.48
2025-11-25,ITC,400.8
2025-11-25,ITI,311.05
2025-11-25,IVALUE,307.8
2025-11-25,IVP,164.39
2025-11-25,J&KBANK,105.29
2025-11-25,JBCHEPHARM,1771.3
2025-11-25,JGCHEM,395.3
2025-11-25,JAGRAN,69.55
2025-11-25,JAGSNPHARM,196.67
2025-11-25,JAIBALAJI,67.03
2025-11-25,JAICORPLTD,141.46
2025-11-25,JISLDVREQS,29.04
2025-11-25,JISLJALEQS,46.0
2025-11-25,JAINREC,404.8
2025-11-25,JPPOWER,19.65
2025-11-25,JAMNAAUTO,104.0
2025-11-25,JSFB,446.5
2025-11-25,JARO,660.45
2025-11-25,JASH,463.6
2025-11-25,JAYBARMARU,86.82
2025-11-25,JAYAGROGN,213.91
2025-11-25,JAYNECOIND,70.35
2025-11-25,JAYSREETEA,92.57
2025-11-25,JBMA,606.5
2025-11-25,JSLL,728.0
2025-11-25,JETFREIGHT,17.92
2025-11-25,JHS,10.65
2025-11-25,RETAIL,28.31
2025-11-25,JPOLYINVST,967.25
2025-11-25,JINDRILL,569.0
2025-11-25,JINDALPHOT,1465.5
2025-11-25,JINDALPOLY,522.45
2025-11-25,JINDALSAW,162.21
2025-11-25,JSL,746.55
2025-11-25,JINDALSTEL,1022.6
2025-11-25,JINDWORLD,32.02
2025-11-25,JKIPL,111.92
2025-11-25,JIOFIN,300.8
2025-11-25,JKCEMENT,5585.0
2025-11-25,JKLAKSHMI,781.65
2025-11-25,JKPAPER,364.25
2025-11-25,JKTYRE,441.7
2025-11-25,JKIL,587.3
2025-11-25,JMFINANCIL,139.9
2025-11-25,JNKINDIA,251.4
2025-11-25,JOCIL,148.32
2025-11-25,JCHAC,1746.2
2025-11-25,JSWCEMENT,116.17
2025-11-25,JSWENERGY,476.6
2025-11-25,JSWHL,18569.0
2025-11-25,JSWINFRA,267.3
2025-11-25,JSWSTEEL,1112.0
2025-11-25,JTEKTINDIA,151.33
2025-11-25,JTLIND,63.2
2025-11-25,JUBLFOOD,593.05
2025-11-25,JUBLINGREA,725.0
2025-11-25,JUBLPHARMA,1087.8
2025-11-25,JMA,88.78
2025-11-25,JUNIPER,238.65
2025-11-25,JLHL,1464.5
2025-11-25,JWL,289.0
2025-11-25,JUSTDIAL,742.4
2025-11-25,JYOTHYLAB,302.65
2025-11-25,JYOTICNC,1038.9
2025-11-25,JYOTISTRUC,11.15
2025-11-25,KMSUGAR,26.83
2025-11-25,KPEL,387.95
2025-11-25,KABRAEXTRU,237.19
2025-11-25,KAJARIACER,1087.6
2025-11-25,KAKATCEM,134.53
2025-11-25,KALPATARU,356.4
2025-11-25,KPIL,1226.4
2025-11-25,KALYANKJIL,482.8
2025-11-25,KALYANIFRG,649.9
2025-11-25,KICL,5086.0
2025-11-25,KSL,768.05
2025-11-25,KAMATHOTEL,236.25
2025-11-25,KAMDHENU,25.92
2025-11-25,KAMOPAINTS,6.96
2025-11-25,KANANIIND,1.75
2025-11-25,KANORICHEM,72.19
2025-11-25,KANPRPLA,207.08
2025-11-25,KANSAINER,231.02
2025-11-25,KAPSTON,315.75
2025-11-25,KTKBANK,215.59
2025-11-25,KARURVYSYA,247.95
2025-11-25,KSCL,1002.1
2025-11-25,KAYA,394.55
2025-11-25,KAYNES,5777.5
2025-11-25,KCP,183.16
2025-11-25,KCPSUGIND,26.61
2025-11-25,KDDL,2467.2
2025-11-25,KEC,699.75
2025-11-25,KEI,4071.5
2025-11-25,KELLTONTEC,18.88
2025-11-25,KERNEX,1208.8
2025-11-25,KESORAMIND,5.24
2025-11-25,KKCL,498.25
2025-11-25,KEYFINSERV,295.7
2025-11-25,RUSTOMJEE,532.0
2025-11-25,KFINTECH,1050.4
2025-11-25,KHADIM,205.23
2025-11-25,KHAITANLTD,97.96
2025-11-25,KHAICHEM,85.29
2025-11-25,KHANDSE,21.8
2025-11-25,KILITCH,353.4
2025-11-25,KIOCL,337.45
2025-11-25,KIRIINDUS,581.2
2025-11-25,KIRLOSBROS,1680.7
2025-11-25,KECL,104.6
2025-11-25,KIRLOSIND,3515.1
2025-11-25,KIRLOSENG,1157.5
2025-11-25,KIRLPNU,1064.6
2025-11-25,KITEX,211.19
2025-11-25,KMEW,2828.9
2025-11-25,KNRCON,162.62
2025-11-25,KOHINOOR,28.09
2025-11-25,KOKUYOCMLN,94.63
2025-11-25,KOLTEPATIL,385.65
2025-11-25,KOPRAN,130.15
2025-11-25,GOLD1,104.2
2025-11-25,KOTAKBANK,2069.9
2025-11-25,NIFTY1,285.31
2025-11-25,PSUBANK,845.72
2025-11-25,CHEMICAL,28.72
2025-11-25,ALPHA,49.04
2025-11-25,CONS,127.33
2025-11-25,IT,40.29
2025-11-25,LIQUID1,1079.42
2025-11-25,LOWVOL1,21.81
2025-11-25,MIDCAP,175.44
2025-11-25,MNC,30.65
2025-11-25,SILVER1,151.13
2025-11-25,NV20,151.62
2025-11-25,MID150,22.46
2025-11-25,MOMENTUM30,31.75
2025-11-25,MSCIINDIA,30.69
2025-11-25,NIFTY100EW,33.76
2025-11-25,QUALITY30,21.31
2025-11-25,BANKNIFTY1,608.54
2025-11-25,KOTHARIPET,137.49
2025-11-25,KOTHARIPRO,81.2
2025-11-25,KOTARISUG,28.37
2025-11-25,KPIGREEN,441.05
2025-11-25,KPITTECH,1172.0
2025-11-25,KPRMILL,1079.0
2025-11-25,KRBL,412.85
2025-11-25,KREBSBIO,65.72
2025-11-25,KRIDHANINF,3.71
2025-11-25,KRISHANA,501.8
2025-11-25,KRISHIVAL,472.3
2025-11-25,KIMS,675.15
2025-11-25,KRITI,92.97
2025-11-25,KRITINUT,81.24
2025-11-25,KRITIKA,7.54
2025-11-25,KRN,826.45
2025-11-25,KRONOX,143.57
2025-11-25,KROSS,160.65
2025-11-25,KRSNAA,806.1
2025-11-25,KRYSTAL,552.75
2025-11-25,KSB,748.25
2025-11-25,KSHITIJPOL,2.57
2025-11-25,KSOLVES,301.0
2025-11-25,KUANTUM,99.09
2025-11-25,LTF,296.9
2025-11-25,LTTS,4262.8
2025-11-25,LAOPALA,220.04
2025-11-25,LAGNAM,76.41
2025-11-25,LFIC,193.24
2025-11-25,LAMBODHARA,132.54
2025-11-25,LANDMARK,539.2
2025-11-25,LPDC,7.89
2025-11-25,LT,3996.7
2025-11-25,LATENTVIEW,499.2
2025-11-25,LAURUSLABS,977.55
2025-11-25,LAXMICOT,20.07
2025-11-25,LAXMIDENTL,284.7
2025-11-25,LGHL,271.45
2025-11-25,LAXMIINDIA,134.7
2025-11-25,LXCHEM,182.98
2025-11-25,LCCINFOTEC,4.88
2025-11-25,IXIGO,277.15
2025-11-25,THELEELA,409.55
2025-11-25,LEMONTREE,150.0
2025-11-25,LENSKART,414.95
2025-11-25,LGBBROSLTD,1851.5
2025-11-25,LGEINDIA,1628.2
2025-11-25,LIBAS,11.33
2025-11-25,LIBERTSHOE,296.1
2025-11-25,LICHSGFIN,548.1
2025-11-25,LICMFGOLD,11192.85
2025-11-25,LICNETFN50,287.38
2025-11-25,LICNETFSEN,953.22
2025-11-25,LICNFNHGP,287.0
2025-11-25,LICNETFGSC,28.84
2025-11-25,LICNMID100,60.14
2025-11-25,LICI,897.65
2025-11-25,LIKHITHA,203.02
2025-11-25,LINC,119.52
2025-11-25,LINCOLN,520.1
2025-11-25,LINDEINDIA,5890.0
2025-11-25,LLOYDSENGG,52.13
2025-11-25,LLOYDSENT,56.65
2025-11-25,LLOYDSME,1188.8
2025-11-25,LMW,14992.0
2025-11-25,LODHA,1160.2
2025-11-25,LOKESHMACH,157.69
2025-11-25,LORDSCHLO,179.69
2025-11-25,LAL,8.98
2025-11-25,LOVABLE,83.29
2025-11-25,LOYALTEX,218.02
2025-11-25,LTFOODS,404.75
2025-11-25,LTIM,5833.0
2025-11-25,LUMAXTECH,1473.8
2025-11-25,LUMAXIND,5542.1
2025-11-25,LUPIN,2042.3
2025-11-25,LUXIND,1153.9
2025-11-25,LYKALABS,83.49
2025-11-25,LYPSAGEMS,5.08
2025-11-25,MBEL,382.1
2025-11-25,MKPL,6.22
2025-11-25,M&MFIN,360.35
2025-11-25,MAANALU,133.76
2025-11-25,MACPOWER,954.05
2025-11-25,MADHAV,42.75
2025-11-25,MADHUCON,6.02
2025-11-25,MBAPL,392.3
2025-11-25,MADRASFERT,76.14
2025-11-25,MAGADSUGAR,491.4
2025-11-25,MCLOUD,46.21
2025-11-25,MAGNUM,22.04
2025-11-25,MAHAPEXLTD,89.9
2025-11-25,MFML,26.8
2025-11-25,MHLXMIRU,221.46
2025-11-25,MGL,1206.8
2025-11-25,MTNL,37.96
2025-11-25,MAHSCOOTER,14034.0
2025-11-25,MAHSEAMLES,585.0
2025-11-25,MAHESHWARI,49.1
2025-11-25,M&M,3669.3
2025-11-25,MAHEPC,127.05
2025-11-25,MHRIL,317.5
2025-11-25,MAHLIFE,390.9
2025-11-25,MAHLOG,320.45
2025-11-25,MAITHANALL,955.7
2025-11-25,MALLCOM,1215.4
2025-11-25,MALUPAPER,37.45
2025-11-25,MAMATA,411.55
2025-11-25,MANAKCOAT,133.99
2025-11-25,MANINDS,470.5
2025-11-25,MANINFRA,122.39
2025-11-25,MANAKSIA,62.17
2025-11-25,MANAKSTEEL,60.88
2025-11-25,MANALIPETC,65.77
2025-11-25,MANAPPURAM,279.05
2025-11-25,MANBA,136.22
2025-11-25,MANCREDIT,176.25
2025-11-25,MEIL,403.85
2025-11-25,MANGLMCEM,688.3
2025-11-25,MANGALAM,36.32
2025-11-25,MGEL,14.24
2025-11-25,MANORG,459.05
2025-11-25,MWL,237.14
2025-11-25,MANKIND,2241.9
2025-11-25,MVGJL,194.56
2025-11-25,MANOMAY,230.62
2025-11-25,MANORAMA,1321.3
2025-11-25,MARALOVER,47.03
2025-11-25,MARATHON,553.8
2025-11-25,MARICO,731.35
2025-11-25,MARINE,229.15
2025-11-25,MARKOLINES,149.82
2025-11-25,MARKSANS,188.55
2025-11-25,MARUTI,15889.0
2025-11-25,MASFIN,307.65
2025-11-25,MASTEK,2229.0
2025-11-25,MASTERTR,110.46
2025-11-25,MATRIMONY,484.7
2025-11-25,MAWANASUG,82.44
2025-11-25,MAXESTATES,462.75
2025-11-25,MFSL,1697.9
2025-11-25,MAXHEALTH,1158.1
2025-11-25,MAXIND,196.98
2025-11-25,MAYURUNIQ,493.45
2025-11-25,MAZDOCK,2643.0
2025-11-25,MAZDA,233.65
2025-11-25,MBLINFRA,34.55
2025-11-25,MEDIASSIST,481.8
2025-11-25,MEDICAMEQ,415.95
2025-11-25,MEDPLUS,788.8
2025-11-25,MOL,67.68
2025-11-25,MENONBE,109.35
2025-11-25,METROBRAND,1154.8
2025-11-25,METROPOLIS,1952.1
2025-11-25,MICEL,43.23
2025-11-25,MIDWESTLTD,1187.7
2025-11-25,MINDACORP,593.4
2025-11-25,MINDTECK,211.25
2025-11-25,ALPHAETF,25.52
2025-11-25,BANKETF,596.23
2025-11-25,BANKPSU,85.25
2025-11-25,CONSUMER,12.02
2025-11-25,ENERGY,35.39
2025-11-25,EQUAL200,13.35
2025-11-25,EQUAL50,331.53
2025-11-25,EVINDIA,30.96
2025-11-25,INTERNET,14.33
2025-11-25,ITETF,38.55
2025-11-25,LIQUID,999.99
2025-11-25,LIQUIDPLUS,1061.03
2025-11-25,ESG,43.89
2025-11-25,MAFANG,165.28
2025-11-25,BFSI,28.34
2025-11-25,GOLDETF,121.31
2025-11-25,GSEC10YEAR,29.6
2025-11-25,MAHKTECH,24.9
2025-11-25,MIDCAPETF,22.56
2025-11-25,MAKEINDIA,153.24
2025-11-25,NIFTYETF,279.68
2025-11-25,LOWVOL,213.87
2025-11-25,NEXT50,700.23
2025-11-25,SILVERAG,152.28
2025-11-25,MASPTOP50,68.3
2025-11-25,METAL,10.12
2025-11-25,MIDSMALL,48.9
2025-11-25,MULTICAP,16.47
2025-11-25,SELECTIPO,47.95
2025-11-25,SENSEXETF,86.74
2025-11-25,SMALL250,16.64
2025-11-25,SMALLCAP,44.53
2025-11-25,MIRZAINT,40.11
2025-11-25,MIDHANI,329.5
2025-11-25,MITCON,70.64
2025-11-25,MITTAL,1.35
2025-11-25,MMFL,320.7
2025-11-25,MMP,254.05
2025-11-25,MMTC,60.28
2025-11-25,MODTHREAD,44.77
2025-11-25,MODIRUBBER,111.37
2025-11-25,MODIS,372.9
2025-11-25,MODISONLTD,141.35
2025-11-25,MOIL,322.3
2025-11-25,MOKSH,14.06
2025-11-25,MOLDTKPAC,612.6
2025-11-25,MOLDTECH,162.03
2025-11-25,MONARCH,300.35
2025-11-25,MONEYBOXX,134.09
2025-11-25,MONTECARLO,789.05
2025-11-25,MOREPENLAB,42.89
2025-11-25,MOSCHIP,209.35
2025-11-25,MSUMI,46.79
2025-11-25,MOM100,64.93
2025-11-25,MON100,230.9
2025-11-25,MOTILALOFS,945.9
2025-11-25,MOM50,269.01
2025-11-25,MOGSEC,62.74
2025-11-25,MOALPHA50,51.27
2025-11-25,MOCAPITAL,47.11
2025-11-25,MODEFENCE,87.06
2025-11-25,MOENERGY,35.49
2025-11-25,MOGOLD,123.85
2025-11-25,MOHEALTH,44.92
2025-11-25,MOINFRA,60.21
2025-11-25,MOIPO,48.03
2025-11-25,MOLOWVOL,38.96
2025-11-25,MOMENTUM50,53.51
2025-11-25,MOMGF,150.93
2025-11-25,MOMIDMTM,63.66
2025-11-25,MOMOMENTUM,64.16
2025-11-25,MON50EQUAL,33.22
2025-11-25,MONEXT50,67.85
2025-11-25,MONIFTY100,26.54
2025-11-25,MONIFTY500,24.14
2025-11-25,MONQ50,98.13
2025-11-25,MOPSE,98.4
2025-11-25,MOQUALITY,195.89
2025-11-25,MOREALTY,90.21
2025-11-25,MOSILVER,154.89
2025-11-25,MOSMALL250,16.71
2025-11-25,MOTOUR,88.06
2025-11-25,MOVALUE,112.89
2025-11-25,MOTISONS,16.44
2025-11-25,MOTOGENFIN,24.46
2025-11-25,MPHASIS,2797.2
2025-11-25,MPSLTD,2078.1
2025-11-25,MRF,154780.0
2025-11-25,MRPL,165.79
2025-11-25,BECTORFOOD,1274.7
2025-11-25,MSPL,33.63
2025-11-25,MSTCLTD,481.5
2025-11-25,MTARTECH,2539.0
2025-11-25,MUFIN,111.08
2025-11-25,MUKANDLTD,131.58
2025-11-25,MUKKA,24.97
2025-11-25,MUKTAARTS,63.06
2025-11-25,MCX,9867.0
2025-11-25,MUNJALAU,80.89
2025-11-25,MUNJALSHOW,124.61
2025-11-25,MURUDCERA,35.86
2025-11-25,RADIOCITY,6.84
2025-11-25,MUTHOOTCAP,266.4
2025-11-25,MUTHOOTFIN,3681.4
2025-11-25,MUTHOOTMF,192.28
2025-11-25,NRAIL,478.7
2025-11-25,NBIFIN,2270.2
2025-11-25,NACLIND,177.81
2025-11-25,NDGL,3362.0
2025-11-25,NAGAFERT,4.54
2025-11-25,NAGREEKEXP,27.28
2025-11-25,NAHARCAP,262.85
2025-11-25,NAHARINDUS,110.97
2025-11-25,NAHARPOLY,255.4
2025-11-25,NAHARSPING,197.8
2025-11-25,NGIL,27.95
2025-11-25,NSIL,6721.5
2025-11-25,NDL,3.05
2025-11-25,JAIPURKURT,31.07
2025-11-25,NH,1957.3
2025-11-25,NATCOPHARM,834.0
2025-11-25,NATHBIOGEN,150.27
2025-11-25,NATIONALUM,253.97
2025-11-25,NFL,83.29
2025-11-25,NAVA,515.45
2025-11-25,NAVINFLUOR,5782.5
2025-11-25,NAVKARCORP,100.11
2025-11-25,NAVKARURB,1.55
2025-11-25,NAVNETEDUL,148.29
2025-11-25,NAZARA,253.3
2025-11-25,NBCC,117.59
2025-11-25,NCC,173.23
2025-11-25,NCLIND,201.06
2025-11-25,NDRAUTO,851.75
2025-11-25,NDTV,83.66
2025-11-25,NECLIFE,15.19
2025-11-25,NELCAST,106.56
2025-11-25,NELCO,834.1
2025-11-25,NEOGEN,1187.0
2025-11-25,NESCO,1260.7
2025-11-25,NESTLEIND,1263.2
2025-11-25,NETWEB,3297.4
2025-11-25,NPST,1586.1
2025-11-25,NETWORK18,44.54
2025-11-25,NEULANDLAB,16846.0
2025-11-25,NEWGEN,873.95
2025-11-25,NEXTMEDIA,6.06
2025-11-25,NGLFINE,1333.1
2025-11-25,NHPC,77.23
2025-11-25,NIBE,1064.9
2025-11-25,NIITMTS,379.15
2025-11-25,NIITLTD,96.04
2025-11-25,NILAINFRA,9.43
2025-11-25,NILKAMAL,1420.9
2025-11-25,NINSYS,411.5
2025-11-25,BANKBEES,606.43
2025-11-25,CONSUMBEES,137.57
2025-11-25,DIVOPPBEES,81.0
2025-11-25,NV20BEES,152.06
2025-11-25,GOLDBEES,103.46
2025-11-25,HNGSNGBEES,503.01
2025-11-25,INFRABEES,990.82
2025-11-25,ITBEES,40.42
2025-11-25,JUNIORBEES,733.58
2025-11-25,LIQUIDBEES,1000.0
2025-11-25,LTGILTBEES,29.19
2025-11-25,MID150BEES,227.75
2025-11-25,NIF100BEES,279.51
2025-11-25,NIFTYBEES,292.68
2025-11-25,PSUBNKBEES,94.71
2025-11-25,SHARIABEES,507.5
2025-11-25,NAM-INDIA,858.3
2025-11-25,LIQGRWBEES,1017.39
2025-11-25,MANUFGBEES,151.28
2025-11-25,AUTOBEES,280.57
2025-11-25,PHARMABEES,23.17
2025-11-25,SILVERBEES,149.32
2025-11-25,SNXT30BEES,39.83
2025-11-25,NIRAJ,37.64
2025-11-25,NIRAJISPAT,219.0
2025-11-25,NITCO,84.14
2025-11-25,NITINSPIN,326.9
2025-11-25,NITIRAJ,186.94
2025-11-25,NIVABUPA,76.08
2025-11-25,NKIND,69.89
2025-11-25,NLCINDIA,240.05
2025-11-25,NMDC,72.7
2025-11-25,NSLNISP,40.99
2025-11-25,NOCIL,174.15
2025-11-25,NOIDATOLL,4.31
2025-11-25,NECCLTD,20.01
2025-11-25,NORTHARC,258.05
2025-11-25,NOVAAGRI,43.05
2025-11-25,NRBBEARING,284.1
2025-11-25,NIBL,32.23
2025-11-25,NTPCGREEN,94.75
2025-11-25,NTPC,323.7
2025-11-25,NUCLEUS,923.1
2025-11-25,NRL,61.56
2025-11-25,NUVAMA,6972.5
2025-11-25,NUVOCO,355.05
2025-11-25,OBEROIRLTY,1629.6
2025-11-25,OCCLLTD,103.52
2025-11-25,ONGC,245.35
