TradDt,SYMBOL,SPOT_CLOSE
2025-11-25,BHAGCHEM,248.45
2025-11-25,BHANDARI,4.34
2025-11-25,BEPL,91.21
2025-11-25,BBL,2852.0
2025-11-25,BDL,1462.4
2025-11-25,BEL,410.25
2025-11-25,BHARATFORG,1409.7
2025-11-25,BPCL,355.85
2025-11-25,BHARATRAS,10265.0
2025-11-25,BRNL,24.36
2025-11-25,BHARATSE,174.89
2025-11-25,BHARATWIRE,178.94
2025-11-25,BHARTIARTL,2161.6
2025-11-25,BHARTIHEXA,1777.4
2025-11-25,BIL,815.45
2025-11-25,BHEL,282.9
2025-11-25,BIGBLOC,57.35
2025-11-25,BIKAJI,705.5
2025-11-25,BILVYAPAR,9.71
2025-11-25,GROWW,161.12
2025-11-25,BIOCON,393.25
2025-11-25,BIOFILCHEM,37.0
2025-11-25,BIRLACABLE,145.0
2025-11-25,BIRLACORPN,1125.8
2025-11-25,BIRLANU,1675.8
2025-11-25,ABGSEC,111.51
2025-11-25,ABSLBANETF,60.04
2025-11-25,ABSLLIQUID,1000.01
2025-11-25,ABSLNN50ET,71.47
2025-11-25,BSLSENETFG,84.93
2025-11-25,GSEC10ABSL,110.09
2025-11-25,HEALTHY,15.2
2025-11-25,MOMENTUM,32.02
2025-11-25,NIFTYQLITY,21.96
2025-11-25,SILVER,155.6
2025-11-25,TECH,39.44
2025-11-25,ABSLPSE,10.01
2025-11-25,BSOFT,380.0
2025-11-25,BBOX,516.25
2025-11-25,BLACKBUCK,662.5
2025-11-25,BLBLIMITED,16.7
2025-11-25,BLISSGVS,172.42
2025-11-25,BLSE,217.57
2025-11-25,BLS,312.95
2025-11-25,BLUEDART,5714.5
2025-11-25,BLUEJET,564.4
2025-11-25,BLUESTARCO,1746.7
2025-11-25,BLUESTONE,556.95
2025-11-25,BLUSPRING,72.06
2025-11-25,BMWVENTLTD,65.47
2025-11-25,BODALCHEM,53.93
2025-11-25,BTML,8.54
2025-11-25,BOHRAIND,19.09
2025-11-25,BBTC,1828.7
2025-11-25,BOMDYEING,143.2
2025-11-25,BSHSL,109.19
2025-11-25,BORANA,290.72
2025-11-25,BOROLTD,323.85
2025-11-25,BORORENEW,583.05
2025-11-25,BOROSCI,125.32
2025-11-25,BOSCHLTD,35770.0
2025-11-25,BPL,60.78
2025-11-25,FIRSTCRY,307.85
2025-11-25,BRIGADE,899.2
2025-11-25,BRIGHOTEL,77.99
2025-11-25,BCG,12.9
2025-11-25,BRITANNIA,5867.0
2025-11-25,BROOKS,99.93
2025-11-25,BSE,2840.6
2025-11-25,BSL,175.52
2025-11-25,BUTTERFLY,701.7
2025-11-25,MAPMYINDIA,1660.2
2025-11-25,CALSOFT,16.76
2025-11-25,CTE,41.69
2025-11-25,CAMLINFINE,152.07
2025-11-25,CAMPUS,273.7
2025-11-25,CANFINHOME,883.3
2025-11-25,CANBK,148.69
2025-11-25,CANHLIFE,122.82
2025-11-25,CRAMC,301.45
2025-11-25,CANTABIL,252.35
2025-11-25,CAPACITE,275.65
2025-11-25,CAPILLARY,732.15
2025-11-25,CIFL,31.26
2025-11-25,CAPITALSFB,278.1
2025-11-25,CAPTRUST,14.43
2025-11-25,CAPLIPOINT,1905.0
2025-11-25,CGCL,188.1
2025-11-25,CARBORUNIV,835.15
2025-11-25,CARERATING,1509.8
2025-11-25,CPEDU,277.3
2025-11-25,CARRARO,544.65
2025-11-25,CARTRADE,3091.5
2025-11-25,CARYSIL,958.85
2025-11-25,CASTROLIND,191.64
2025-11-25,CCL,983.3
2025-11-25,CEATLTD,3872.9
2025-11-25,CEIGALL,238.2
2025-11-25,CELEBRITY,10.19
2025-11-25,CELLO,589.3
2025-11-25,CEMPRO,771.85
2025-11-25,CENTRALBK,38.34
2025-11-25,CDSL,1574.1
2025-11-25,CENTRUM,29.12
2025-11-25,CENTUM,2399.7
2025-11-25,CENTENKA,456.45
2025-11-25,CENTURYPLY,789.95
2025-11-25,CERA,5467.0
2025-11-25,CESC,167.13
2025-11-25,CGPOWER,682.55
2025-11-25,CHALET,881.9
2025-11-25,CLSEL,254.55
2025-11-25,CHAMBLFERT,446.7
2025-11-25,CHEMBONDCH,149.43
2025-11-25,CHEMBOND,163.4
2025-11-25,CHEMCON,216.12
2025-11-25,CHEMFAB,500.9
2025-11-25,CHEMPLASTS,288.35
2025-11-25,CHENNPETRO,1018.8
2025-11-25,CHEVIOT,1080.5
2025-11-25,CHOICEIN,780.25
2025-11-25,CHOICEGOLD,124.3
2025-11-25,CHOLAHLDNG,1845.0
2025-11-25,CHOLAFIN,1685.4
2025-11-25,CIEINDIA,411.4
2025-11-25,CIGNITITEC,1766.3
2025-11-25,CINELINE,83.4
2025-11-25,CINEVISTA,15.64
2025-11-25,CIPLA,1507.5
2025-11-25,CUB,273.82
2025-11-25,CLEAN,926.1
2025-11-25,CMSINFO,348.75
2025-11-25,COALINDIA,370.05
2025-11-25,COASTCORP,44.54
2025-11-25,COCHINSHIP,1682.5
2025-11-25,COFORGE,1831.7
2025-11-25,COHANCE,560.8
2025-11-25,COLPAL,2167.7
2025-11-25,COMPUSOFT,16.78
2025-11-25,CAMS,3894.4
2025-11-25,CONCORDBIO,1402.2
2025-11-25,CEWATER,410.05
2025-11-25,CONFIPET,38.2
2025-11-25,CONSOFINVT,164.95
2025-11-25,CONCOR,512.5
2025-11-25,CONTROLPR,729.9
2025-11-25,CORALFINAC,37.51
2025-11-25,CORDSCABLE,182.66
2025-11-25,COROMANDEL,2304.1
2025-11-25,COSMOFIRST,706.9
2025-11-25,CCHHL,15.72
2025-11-25,COUNCODOS,6.19
2025-11-25,CPCAP,118.33
2025-11-25,CPSEETF,91.47
2025-11-25,CRAFTSMAN,7021.0
2025-11-25,CREATIVEYE,6.69
2025-11-25,CREATIVE,692.85
2025-11-25,CREDITACC,1389.2
2025-11-25,MUFTI,99.1
2025-11-25,CREST,350.5
2025-11-25,CRISIL,4463.8
2025-11-25,CRIZAC,264.1
2025-11-25,CROMPTON,265.05
2025-11-25,CROWN,145.15
2025-11-25,CSBBANK,421.8
2025-11-25,CSLFINANCE,278.7
2025-11-25,CUBEXTUB,87.21
2025-11-25,CUMMINSIND,4311.3
2025-11-25,CUPID,336.49
2025-11-25,CYIENTDLM,432.85
2025-11-25,CYIENT,1103.6
2025-11-25,DPWIRES,206.07
2025-11-25,DLINKINDIA,422.9
2025-11-25,DPABHUSHAN,1538.8
2025-11-25,DBCORP,258.3
2025-11-25,DABUR,514.4
2025-11-25,DALBHARAT,2019.9
2025-11-25,DALMIASUG,314.2
2025-11-25,DAMCAPITAL,227.07
2025-11-25,DAMODARIND,30.39
2025-11-25,DANGEE,3.78
2025-11-25,DATAPATTNS,2946.4
2025-11-25,DATAMATICS,845.15
2025-11-25,DAVANGERE,3.59
2025-11-25,DBSTOCKBRO,24.72
2025-11-25,DCI,243.0
2025-11-25,DCBBANK,181.47
2025-11-25,DCMFINSERV,5.36
2025-11-25,DCM,95.63
2025-11-25,DCMNVL,138.45
2025-11-25,DCMSRIND,171.46
2025-11-25,DCMSHRIRAM,1189.7
2025-11-25,DCW,63.99
2025-11-25,DCXINDIA,184.87
2025-11-25,DDEVPLSTIK,272.85
2025-11-25,DENORA,676.4
2025-11-25,DIL,1.89
2025-11-25,DECCANCE,760.5
2025-11-25,DEEDEV,219.1
2025-11-25,DEEPINDS,460.85
2025-11-25,DBEIL,134.23
2025-11-25,DEEPAKFERT,1377.2
2025-11-25,DEEPAKNTR,1580.5
2025-11-25,DELHIVERY,410.65
2025-11-25,DELPHIFX,217.93
2025-11-25,DELTACORP,67.7
2025-11-25,DELTAMAGNT,64.9
2025-11-25,DEN,30.74
2025-11-25,DENTA,361.2
2025-11-25,DEVX,46.77
2025-11-25,DEVIT,40.14
2025-11-25,DEVYANI,139.7
2025-11-25,DBOL,70.97
2025-11-25,DHAMPURSUG,125.85
2025-11-25,DHANBANK,27.04
2025-11-25,DHANUKA,1228.4
2025-11-25,DHARMAJ,245.2
2025-11-25,DHRUV,47.28
2025-11-25,DHUNINV,1226.9
2025-11-25,DTIL,158.81
2025-11-25,DVL,292.7
2025-11-25,DIAMINESQ,263.85
2025-11-25,DIACABS,140.11
2025-11-25,DICIND,507.4
2025-11-25,DIFFNKG,297.2
2025-11-25,DGCONTENT,33.88
2025-11-25,DIGIDRIVE,27.4
2025-11-25,DIGITIDE,139.57
2025-11-25,DNAMEDIA,4.06
2025-11-25,DBL,468.4
2025-11-25,DISHTV,4.06
2025-11-25,DCAL,240.0
2025-11-25,DIVGIITTS,589.3
2025-11-25,DIVISLAB,6412.0
2025-11-25,DIXON,14401.0
2025-11-25,DJML,73.57
2025-11-25,DLF,721.3
2025-11-25,DMCC,258.9
2025-11-25,DODLA,1204.2
2025-11-25,DOLATALGO,70.07
2025-11-25,DOLLAR,354.8
2025-11-25,DOLPHIN,352.35
2025-11-25,DOMS,2525.9
2025-11-25,DONEAR,100.12
2025-11-25,DPSCLTD,10.57
2025-11-25,AGARWALEYE,506.35
2025-11-25,LALPATHLAB,3142.4
2025-11-25,DRREDDY,1236.1
2025-11-25,DRCSYSTEMS,17.97
2025-11-25,DREAMFOLKS,123.75
2025-11-25,DREDGECORP,824.8
2025-11-25,KEEPLEARN,2.4
2025-11-25,LIQUIDETF,1000.0
2025-11-25,BANKETFADD,59.95
2025-11-25,GOLDETFADD,121.13
2025-11-25,ITETFADD,38.55
2025-11-25,NIFTY50ADD,270.8
2025-11-25,EQUAL50ADD,341.65
2025-11-25,PSUBANKADD,85.47
2025-11-25,PVTBANKADD,28.65
2025-11-25,MIDQ50ADD,247.35
2025-11-25,SENSEXADD,86.8
2025-11-25,SILVERADD,150.38
2025-11-25,FLEXIADD,10.74
2025-11-25,HEALTHADD,149.44
2025-11-25,LIQUIDADD,1101.58
2025-11-25,NEXT30ADD,39.96
2025-11-25,TOP10ADD,100.4
2025-11-25,DUCON,4.42
2025-11-25,DWARKESH,40.82
2025-11-25,DSSL,924.9
2025-11-25,DYNAMATECH,9010.5
2025-11-25,DYCL,352.05
2025-11-25,DYNPRO,263.8
2025-11-25,E2E,2325.8
2025-11-25,EASEMYTRIP,7.13
2025-11-25,ECLERX,4428.2
2025-11-25,ECOSMOBLTY,240.29
2025-11-25,BBETF0432,1309.98
2025-11-25,EBANKNIFTY,59.35
2025-11-25,EBBETF0430,1561.29
2025-11-25,EBBETF0431,1397.72
2025-11-25,EBBETF0433,1270.14
2025-11-25,ECAPINSURE,24.02
2025-11-25,EGOLD,124.5
2025-11-25,ELM250,16.73
2025-11-25,EMULTIMQ,42.44
2025-11-25,ESILVER,156.19
2025-11-25,EDELWEISS,110.69
2025-11-25,EFCIL,262.75
2025-11-25,EICHERMOT,7218.5
2025-11-25,EIDPARRY,1025.8
2025-11-25,EIHAHOTELS,357.5
2025-11-25,EIHOTEL,374.95
2025-11-25,EIMCOELECO,1592.8
2025-11-25,ELDEHSG,773.35
2025-11-25,ELECON,497.75
2025-11-25,EMIL,120.55
2025-11-25,ELECTCAST,73.09
2025-11-25,ELECTHERM,842.65
2025-11-25,ELGIEQUIP,480.5
2025-11-25,ELIN,182.52
2025-11-25,ELLEN,394.75
2025-11-25,EMAMILTD,515.55
2025-11-25,EMAMIPAP,90.56
2025-11-25,EMAMIREAL,80.73
2025-11-25,EMBDL,79.2
2025-11-25,EMCURE,1421.5
2025-11-25,EMMBI,101.86
2025-11-25,EMMVEE,214.77
2025-11-25,EMSLIMITED,438.65
2025-11-25,EMUDHRA,612.3
2025-11-25,ENDURANCE,2695.2
2025-11-25,ENERGYDEV,23.29
2025-11-25,ENGINERSIN,195.43
2025-11-25,ENTERO,1059.9
2025-11-25,ENIL,128.19
2025-11-25,EIEL,212.95
2025-11-25,EPACK,258.0
2025-11-25,EPACKPEB,302.5
2025-11-25,EPIGRAL,1436.2
2025-11-25,EPL,202.92
2025-11-25,EQUITASBNK,64.27
2025-11-25,ERIS,1652.1
2025-11-25,ESABINDIA,5721.6
2025-11-25,ESAFSFB,26.18
2025-11-25,ESCORTS,3637.6
2025-11-25,ESTER,107.45
2025-11-25,ETERNAL,302.3
2025-11-25,ETHOSLTD,3055.4
2025-11-25,EUREKAFORB,582.9
2025-11-25,EIFFL,223.73
2025-11-25,EUROBOND,178.7
2025-11-25,EUROPRATIK,362.15
2025-11-25,EVEREADY,327.65
2025-11-25,EVERESTIND,528.05
2025-11-25,EKC,121.64
2025-11-25,EXCELINDUS,932.7
2025-11-25,EXICOM,111.76
2025-11-25,EXIDEIND,361.85
2025-11-25,EXPLEOSOL,1060.4
2025-11-25,FABTECH,240.97
2025-11-25,FACT,866.5
2025-11-25,FAIRCHEMOR,653.3
2025-11-25,FAZE3Q,544.7
2025-11-25,FCSSOFT,2.03
2025-11-25,FDC,417.1
2025-11-25,FEDFINA,144.95
2025-11-25,FEDERALBNK,255.99
2025-11-25,FMGOETZE,459.2
2025-11-25,FIBERWEB,36.92
2025-11-25,FIEMIND,2244.2
2025-11-25,FILATFASH,0.4
2025-11-25,FILATEX,53.14
2025-11-25,FINEORG,4410.0
2025-11-25,FCL,24.12
2025-11-25,FINKURVE,105.22
2025-11-25,FINOPB,266.1
2025-11-25,FINCABLES,753.4
2025-11-25,FINPIPE,185.12
2025-11-25,FSL,350.4
2025-11-25,FISCHER,45.16
2025-11-25,FIVESTAR,605.95
2025-11-25,FLAIR,299.8
2025-11-25,FLEXITUFF,14.42
2025-11-25,FOCUS,72.28
2025-11-25,FOODSIN,74.36
2025-11-25,FORCEMOT,16795.0
2025-11-25,FORTIS,920.4
2025-11-25,FOSECOIND,5097.5
2025-11-25,NYKAA,270.45
2025-11-25,UTLSOLAR,220.61
2025-11-25,FUSION,165.94
2025-11-25,GMBREW,994.9
2025-11-25,GRINFRA,1081.7
2025-11-25,GTECJAINX,24.46
2025-11-25,GABRIEL,1030.5
2025-11-25,GATECH,0.59
2025-11-25,GATECHDVR,0.5
2025-11-25,GAIL,180.22
2025-11-25,GALAPREC,718.1
2025-11-25,GALAXYSURF,2036.6
2025-11-25,GALLANTT,588.5
2025-11-25,GANDHAR,131.09
2025-11-25,GANDHITUBE,755.25
2025-11-25,GANESHBE,81.62
2025-11-25,GANESHCP,269.45
2025-11-25,GANESHHOU,805.95
2025-11-25,GANECOS,869.7
2025-11-25,GANGAFORGE,3.19
2025-11-25,GANGESSECU,149.06
2025-11-25,GRSE,2710.1
2025-11-25,GARUDA,217.17
2025-11-25,GRWRHITECH,3809.2
2025-11-25,GARFIBRES,702.1
2025-11-25,GATEWAY,58.64
2025-11-25,GVPIL,346.6
2025-11-25,GVT&D,2855.5
2025-11-25,GEECEE,370.55
2025-11-25,GEEKAYWIRE,31.22
2025-11-25,GEMAROMA,170.96
2025-11-25,GICRE,382.15
2025-11-25,GENCON,43.04
2025-11-25,GENESYS,436.7
2025-11-25,GENUSPAPER,14.25
2025-11-25,GENUSPOWER,322.3
2025-11-25,GEOJITFSL,70.4
2025-11-25,GFLLIMITED,59.38
2025-11-25,GHCL,570.65
2025-11-25,GHCLTEXTIL,75.12
2025-11-25,GICHSGFIN,173.44
2025-11-25,GILLANDERS,117.53
2025-11-25,GILLETTE,8406.0
2025-11-25,GINNIFILA,38.32
2025-11-25,GKENERGY,171.3
2025-11-25,GKWLIMITED,1701.5
2025-11-25,GLAND,1783.3
2025-11-25,GLAXO,2486.1
2025-11-25,GLENMARK,1881.5
2025-11-25,GLOBAL,79.76
2025-11-25,MEDANTA,1249.6
2025-11-25,GSLSU,125.68
2025-11-25,GLOBALVECT,196.24
2025-11-25,GLOBALE,12.5
2025-11-25,GLOBECIVIL,62.8
2025-11-25,GLOBE,2.88
2025-11-25,GLOBUSSPR,1047.3
2025-11-25,GLOSTERLTD,615.05
2025-11-25,GLOTTIS,66.79
2025-11-25,GMMPFAUDLR,1160.5
2025-11-25,GMRAIRPORT,104.21
2025-11-25,GMRP&UI,121.71
2025-11-25,GNA,306.45
2025-11-25,EBGNG,334.45
2025-11-25,GODIGIT,355.85
2025-11-25,GOCOLORS,529.95
2025-11-25,GOACARBON,404.75
2025-11-25,GOCLCORP,306.35
2025-11-25,GODAVARIB,249.8
2025-11-25,GPIL,236.9
2025-11-25,GODFRYPHLP,2873.7
2025-11-25,GODREJAGRO,571.15
2025-11-25,GODREJCP,1144.5
2025-11-25,GODREJIND,1022.3
2025-11-25,GODREJPROP,2094.0
2025-11-25,GOKEX,924.05
2025-11-25,GOKULAGRO,197.0
2025-11-25,GOKUL,40.16
2025-11-25,GOLDIAM,372.8
2025-11-25,GOODLUCK,1117.7
2025-11-25,GOPAL,327.4
2025-11-25,GOYALALUM,6.82
2025-11-25,GULFPETRO,35.97
2025-11-25,GPTHEALTH,142.01
2025-11-25,GPTINFRA,110.24
2025-11-25,GRANULES,545.9
2025-11-25,GRAPHITE,552.4
2025-11-25,GRASIM,2686.8
2025-11-25,GRAVITA,1816.1
2025-11-25,GREAVESCOT,201.65
2025-11-25,GREENLAM,241.75
2025-11-25,GREENPANEL,253.15
2025-11-25,GREENPLY,289.45
2025-11-25,GRINDWELL,1564.3
2025-11-25,GRMOVER,464.25
2025-11-25,GROWWDEFNC,79.13
